CAP;CODICE;DATA_FINE;DESCR_D;DESCR_I;SIGLA;COM_CODICE
;I395;31/12/1989;;San Vito E Modesto;CR;019811
72019;I396;;San Vito dei Normanni;San Vito dei Normanni;BR;074017
;I397;31/12/1989;;San Vito E Marta;MI;015878
;I398;31/12/1989;;San Vito in Monte;TR;055705
;I399;31/12/1989;;San Vito Sul Cesano;PU;041719
00030;I400;;San Vito Romano;San Vito Romano;RM;058100
36030;I401;;San Vito di Leguzzano;San Vito di Leguzzano;VI;024096
;I402;;San Vito;San Vito;SU;111066
33078;I403;;San Vito al Tagliamento;San Vito al Tagliamento;PN;093041
33050;I404;;San Vito al Torre;San Vito al Torre;UD;030105
33030;I405;;San Vito di Fagagna;San Vito di Fagagna;UD;030106
;I406;31/12/1989;;San Vito di Vipacco;GO;031725
91010;I407;;San Vito Lo Capo;San Vito Lo Capo;TP;081020
03040;I408;;San Vittore del Lazio;San Vittore del Lazio;FR;060070
20028;I409;;San Vittore Olona;San Vittore Olona;MI;015201
84030;I410;;Sanza;Sanza;SA;065133
38010;I411;;Sanzeno;Sanzeno;TN;022169
25010;I412;;San Zeno Naviglio;San Zeno Naviglio;BS;017173
;I413;31/12/1989;;San Zeno E Foppa;PV;018763
37010;I414;;San Zeno di Montagna;San Zeno di Montagna;VR;023079
20070;I415;;San Zenone al Lambro;San Zenone al Lambro;MI;015202
27010;I416;;San Zenone al Po;San Zenone al Po;PV;018145
31020;I417;;San Zenone Degli Ezzelini;San Zenone Degli Ezzelini;TV;026077
35020;I418;;Saonara;Saonara;PD;028085
;I419;31/12/1989;;Saone;TN;022839
98047;I420;;Saponara;Saponara;ME;083092
32047;I421;;Sappada;Sappada;UD;030189
84073;I422;;Sapri;Sapri;SA;065134
87010;I423;;Saracena;Saracena;CS;078136
00020;I424;;Saracinesco;Saracinesco;RM;058101
36030;I425;;Sarcedo;Sarcedo;VI;024097
85050;I426;;Sarconi;Sarconi;PZ;076081
;I427;31/12/1989;;Sardagna;TN;022840
;I428;;Sardara;Sardara;SU;111072
15060;I429;;Sardigliano;Sardigliano;AL;006157
36040;I430;;Sarego;Sarego;VI;024098
39058;I431;;Sarntal;Sarentino;BZ;021086
15050;I432;;Sarezzano;Sarezzano;AL;006158
25068;I433;;Sarezzo;Sarezzo;BS;017174
29010;I434;;Sarmato;Sarmato;PC;033042
31026;I435;;Sarmede;Sarmede;TV;026078
62028;I436;;Sarnano;Sarnano;MC;043049
24067;I437;;Sarnico;Sarnico;BG;016193
84087;I438;;Sarno;Sarno;SA;065135
38011;I439;;Sarnonico;Sarnonico;TN;022170
;I440;31/12/1989;;Sarola;IM;008734
21047;I441;;Saronno;Saronno;VA;012119
11010;I442;;Sarre;Sarre;AO;007066
09018;I443;;Sarroch;Sarroch;CA;092066
47027;I444;;Sarsina;Sarsina;FC;040044
53047;I445;;Sarteano;Sarteano;SI;052031
;I446;31/12/1989;;Sartirana Briantea;CO;013837
27020;I447;;Sartirana Lomellina;Sartirana Lomellina;PV;018146
08020;I448;;Sarule;Sarule;NU;091077
19038;I449;;Sarzana;Sarzana;SP;011027
;I450;31/12/1989;;Sassa;AQ;066708
84038;I451;;Sassano;Sassano;SA;065136
07100;I452;;Sassari;Sassari;SS;090064
17046;I453;;Sassello;Sassello;SV;009055
57020;I454;;Sassetta;Sassetta;LI;049019
82026;I455;;Sassinoro;Sassinoro;BN;062072
;I456;31/12/1989;;Sasso di Bordighera;IM;008735
85050;I457;;Sasso di Castalda;Sasso di Castalda;PZ;076082
;I458;31/12/1989;;Sasso;TN;022841
61028;I459;31/12/2018;Sassocorvaro;Sassocorvaro;PU;041059
47869;I460;;Sassofeltrio;Sassofeltrio;RN;041060
60041;I461;;Sassoferrato;Sassoferrato;AN;042044
41049;I462;;Sassuolo;Sassuolo;MO;036040
88060;I463;;Satriano;Satriano;CZ;079123
33020;I464;;Sauris;Sauris;UD;030107
10054;I465;;Sauze di Cesana;Sauze di Cesana;TO;001258
10050;I466;;Sauze d'Oulx;Sauze d'Oulx;TO;001259
74028;I467;;Sava;Sava;TA;073026
88825;I468;;Savelli;Savelli;KR;101023
80039;I469;;Saviano;Saviano;NA;063076
12038;I470;;Savigliano;Savigliano;CN;004215
83030;I471;;Savignano Irpino;Savignano Irpino;AV;064096
47039;I472;;Savignano Sul Rubicone;Savignano Sul Rubicone;FC;040045
41056;I473;;Savignano Sul Panaro;Savignano Sul Panaro;MO;036041
40060;I474;30/06/2014;Savigno;Savigno;BO;037058
16010;I475;;Savignone;Savignone;GE;010057
25040;I476;;Saviore Dell'Adamello;Saviore Dell'Adamello;BS;017175
98038;I477;;Savoca;Savoca;ME;083093
33040;I478;;Savogna;Savogna;UD;030108
34070;I479;;Savogna d'Isonzo;Savogna d'Isonzo;GO;031022
17100;I480;;Savona;Savona;SV;009056
;I481;31/12/1989;;Savoulx;TO;001753
65027;I482;;Scafa;Scafa;PE;068039
84018;I483;;Scafati;Scafati;SA;065137
12070;I484;;Scagnello;Scagnello;CN;004216
87060;I485;;Scala Coeli;Scala Coeli;CS;078137
84010;I486;;Scala;Scala;SA;065138
27020;I487;;Scaldasole;Scaldasole;PV;018147
;I488;31/12/1989;Schalder;Scaleres;BZ;021787
87029;I489;;Scalea;Scalea;CS;078138
10060;I490;;Scalenghe;Scalenghe;TO;001260
;I491;31/12/1989;;Scaletta Uzzone;CN;004717
98029;I492;;Scaletta Zanclea;Scaletta Zanclea;ME;083094
83050;I493;;Scampitella;Scampitella;AV;064097
88831;I494;;Scandale;Scandale;KR;101024
14020;I495;31/08/1998;Scandeluzza;Scandeluzza;AT;005102
42019;I496;;Scandiano;Scandiano;RE;035040
26040;I497;;Scandolara Ravara;Scandolara Ravara;CR;019092
26047;I498;;Scandolara Ripa d'Oglio;Scandolara Ripa d'Oglio;CR;019093
02038;I499;;Scandriglia;Scandriglia;RI;057064
;I500;31/12/1989;;Scannabue;CR;019813
67038;I501;;Scanno;Scanno;AQ;066093
;I502;31/12/1989;;Scano al Brembo;BG;016770
09078;I503;;Scano di Montiferro;Scano di Montiferro;OR;095051
58054;I504;;Scansano;Scansano;GR;053023
;I505;31/12/1989;;Scanzo;BG;016771
24020;I506;;Scanzorosciate;Scanzorosciate;BG;016194
86070;I507;;Scapoli;Scapoli;IS;094048
;I508;31/12/1989;;Scarenna;CO;013838
;I509;31/12/1989;;Scaria;CO;013839
58020;I510;;Scarlino;Scarlino;GR;053024
10010;I511;;Scarmagno;Scarmagno;TO;001261
12030;I512;;Scarnafigi;Scarnafigi;CN;004217
;I513;31/12/1989;;Scarnafigi-Ruffia;CN;004718
50038;I514;30/06/2014;Scarperia;Scarperia;FI;048042
;I515;31/12/1989;;Scarpizzolo;BS;017794
;I516;31/12/1989;Schabs;Sciaves;BZ;021788
;I517;31/12/1989;;Scavolino;PU;041721
;I518;31/12/1989;;Sclemo;TN;022843
39017;I519;;Schenna;Scena;BZ;021087
66020;I520;;Scerni;Scerni;CH;069087
;I521;31/12/1989;;Scheggia;PG;054722
06027;I522;;Scheggia E Pascelupo;Scheggia E Pascelupo;PG;054046
06040;I523;;Scheggino;Scheggino;PG;054047
;I524;31/12/1989;;Scherbina;GO;031795
;I525;31/12/1989;;Schianno;VA;012762
66045;I526;;Schiavi di Abruzzo;Schiavi di Abruzzo;CH;069088
36060;I527;;Schiavon;Schiavon;VI;024099
;I528;31/12/1989;;Schieranco;NO;003792
22020;I529;;Schignano;Schignano;CO;013211
24020;I530;;Schilpario;Schilpario;BG;016195
36015;I531;;Schio;Schio;VI;024100
46020;I532;;Schivenoglia;Schivenoglia;MN;020060
92019;I533;;Sciacca;Sciacca;AG;084041
90020;I534;;Sciara;Sciara;PA;082068
97018;I535;;Scicli;Scicli;RG;088011
89010;I536;;Scido;Scido;RC;080084
89058;I537;;Scilla;Scilla;RC;080085
90020;I538;;Scillato;Scillato;PA;082081
10090;I539;;Sciolze;Sciolze;TO;001262
80030;I540;;Scisciano;Scisciano;NA;063077
90020;I541;;Sclafani Bagni;Sclafani Bagni;PA;082069
;I542;31/12/1989;;Scodavacca;UD;030717
67030;I543;;Scontrone;Scontrone;AQ;066094
13027;I544;;Scopa;Scopa;VC;002134
13028;I545;;Scopello;Scopello;VC;002135
67019;I546;;Scoppito;Scoppito;AQ;066095
;I547;31/12/1989;;Scoppo;TS;032732
95048;I548;;Scordia;Scordia;CT;087049
73020;I549;;Scorrano;Scorrano;LE;075073
47825;I550;30/06/2014;Torriana;Torriana;RN;099019
30037;I551;;Scorz�;Scorz�;VE;027037
;I552;31/12/1989;;Scrilla;GO;031796
67068;I553;;Scurcola Marsicana;Scurcola Marsicana;AQ;066096
38050;I554;;Scurelle;Scurelle;TN;022171
14030;I555;;Scurzolengo;Scurzolengo;AT;005103
18012;I556;;Seborga;Seborga;IM;008057
;I557;31/12/1989;;Sebreglie;GO;031797
67029;I558;;Secinaro;Secinaro;AQ;066097
73050;I559;;Secl�;Secl�;LE;075074
;I560;31/12/1989;;Secondigliano;NA;063710
26826;I561;;Secugnago;Secugnago;LO;098052
33039;I562;;Sedegliano;Sedegliano;UD;030109
32036;I563;;Sedico;Sedico;BL;025053
09076;I564;;Sedilo;Sedilo;OR;095052
07035;I565;;Sedini;Sedini;SS;090065
20018;I566;;Sedriano;Sedriano;MI;015204
24010;I567;;Sedrina;Sedrina;BG;016196
;I568;31/12/1989;;Sedula;GO;031798
62025;I569;;Sefro;Sefro;MC;043050
;I570;;Segariu;Segariu;SU;111073
58038;I571;;Seggiano;Seggiano;GR;053025
;I572;31/12/1989;;Seghebbia;CO;013840
00037;I573;;Segni;Segni;RM;058102
;I574;31/12/1989;;Segno;SV;009716
;I575;31/12/1989;;Segno;TN;022844
38047;I576;;Segonzano;Segonzano;TN;022172
20090;I577;;Segrate;Segrate;MI;015205
31040;I578;;Segusino;Segusino;TV;026079
;I579;31/12/1989;;Seio;TN;022845
09047;I580;;Selargius;Selargius;CA;092068
02040;I581;;Selci;Selci;RI;057065
;I582;;Selegas;Selegas;SU;111074
;I583;31/12/1989;;Selino;BG;016772
;I584;31/12/1989;;Sella Delle Trincee;GO;031799
06030;I585;;Sellano;Sellano;PG;054048
;I586;31/12/1989;;Sellanuova;MI;015882
;I587;31/12/1989;;Sellere;BG;016773
25050;I588;;Sellero;Sellero;BS;017176
88050;I589;;Sellia;Sellia;CZ;079126
88050;I590;;Sellia Marina;Sellia Marina;CZ;079127
39048;I591;;Wolkenstein in Gr�den;Selva di Val Gardena;BZ;021089
32020;I592;;Selva di Cadore;Selva di Cadore;BL;025054
39030;I593;;M�hlwald;Selva dei Molini;BZ;021088
37030;I594;;Selva di Progno;Selva di Progno;VR;023080
35030;I595;;Selvazzano Dentro;Selvazzano Dentro;PD;028086
13841;I596;08/01/2017;Selve Marcone;Selve Marcone;BI;096061
24020;I597;;Selvino;Selvino;BG;016197
07010;I598;;Semestene;Semestene;SS;090066
27020;I599;;Semiana;Semiana;PV;018148
89028;I600;;Seminara;Seminara;RC;080086
58055;I601;;Semproniano;Semproniano;GR;053028
20030;I602;;Senago;Senago;MI;015206
39010;I603;;Unsere Liebe Frau im Walde-Sankt Felix;Senale-San Felice;BZ;021118
39020;I604;;Schnals;Senales;BZ;021091
09070;I605;;Seneghe;Seneghe;OR;095053
83050;I606;;Senerchia;Senerchia;AV;064098
25020;I607;;Seniga;Seniga;BS;017177
60019;I608;;Senigallia;Senigallia;AN;042045
09080;I609;;Senis;Senis;OR;095054
85038;I610;;Senise;Senise;PZ;076085
22070;I611;;Senna Comasco;Senna Comasco;CO;013212
26856;I612;;Senna Lodigiana;Senna Lodigiana;LO;098053
09078;I613;;Sennariolo;Sennariolo;OR;095055
07036;I614;;Sennori;Sennori;SS;090067
;I615;;Senorb�;Senorb�;SU;111075
;I616;31/12/1989;;Senosecchia;TS;032712
;I617;31/12/1989;;Seo;TN;022846
86017;I618;;Sepino;Sepino;CB;070075
28843;I619;31/12/2015;Seppiana;Seppiana;VB;103063
;I620;31/12/1989;;Seprio;CO;013841
33090;I621;;Sequals;Sequals;PN;093042
55047;I622;;Seravezza;Seravezza;LU;046028
;I623;31/12/1989;;Serbariu;CA;092713
;I624;;Serdiana;Serdiana;SU;111076
20831;I625;;Seregno;Seregno;MB;108039
32030;I626;;Seren del Grappa;Seren del Grappa;BL;025055
26010;I627;;Sergnano;Sergnano;CR;019094
24068;I628;;Seriate;Seriate;BG;016198
24017;I629;;Serina;Serina;BG;016199
83028;I630;;Serino;Serino;AV;064099
25080;I631;;Serle;Serle;BS;017178
46028;I632;;Sermide e Felonica;Sermide e Felonica;MN;020061
25019;I633;;Sirmione;Sirmione;BS;017179
04013;I634;;Sermoneta;Sermoneta;LT;059027
31020;I635;;Sernaglia Della Battaglia;Sernaglia Della Battaglia;TV;026080
23030;I636;;Sernio;Sernio;SO;014059
14050;I637;;Serole;Serole;AT;005104
;I638;31/12/1989;;Serpenizza;GO;031800
89822;I639;;Serra San Bruno;Serra San Bruno;VV;102037
16010;I640;;Serra Ricc�;Serra Ricc�;GE;010058
71010;I641;;Serracapriola;Serracapriola;FG;071053
87030;I642;;Serra d'Aiello;Serra d'Aiello;CS;078140
60030;I643;;Serra De' Conti;Serra De' Conti;AN;042046
93010;I644;;Serradifalco;Serradifalco;CL;085018
15020;I645;;Serralunga di Crea;Serralunga di Crea;AL;006159
12050;I646;;Serralunga d'Alba;Serralunga d'Alba;CN;004218
;I647;;Serramanna;Serramanna;SU;111077
84070;I648;;Serramezzana;Serramezzana;SA;065139
65025;I649;;Serramonacesca;Serramonacesca;PE;068040
87050;I650;05/05/2017;Serra Pedace;Serra Pedace;CS;078141
62020;I651;;Serrapetrona;Serrapetrona;MC;043051
80070;I652;;Serrara Fontana;Serrara Fontana;NA;063078
60048;I653;;Serra San Quirico;Serra San Quirico;AN;042047
61040;I654;;Serra Sant'Abbondio;Serra Sant'Abbondio;PU;041061
88040;I655;;Serrastretta;Serrastretta;CZ;079129
89020;I656;;Serrata;Serrata;RC;080087
15069;I657;;Serravalle Scrivia;Serravalle Scrivia;AL;006160
;I658;31/12/1989;;Serravalle d'Asti;AT;005703
12050;I659;;Serravalle Langhe;Serravalle Langhe;CN;004219
51030;I660;;Serravalle Pistoiese;Serravalle Pistoiese;PT;047020
62038;I661;;Serravalle di Chienti;Serravalle di Chienti;MC;043052
46030;I662;;Serravalle A Po;Serravalle A Po;MN;020062
13037;I663;;Serravalle Sesia;Serravalle Sesia;VC;002137
;I664;31/12/1989;;Serravalle;TV;026706
;I665;31/12/1989;;Serravalle All'Adige;TN;022847
84028;I666;;Serre;Serre;SA;065140
;I667;;Serrenti;Serrenti;SU;111078
;I668;;Serri;Serri;SU;111079
03010;I669;;Serrone;Serrone;FR;060071
61030;I670;08/01/2017;Serrungarina;Serrungarina;PU;041062
88054;I671;;Sersale;Sersale;CZ;079130
;I672;31/12/1989;;Serso;TN;022848
32030;I673;;Sovramonte;Sovramonte;BL;025058
;I674;31/12/1989;;Sesana;TS;032713
;I675;31/12/1989;;Sesona;MI;015883
81037;I676;;Sessa Aurunca;Sessa Aurunca;CE;061088
84074;I677;;Sessa Cilento;Sessa Cilento;SA;065141
14058;I678;;Sessame;Sessame;AT;005105
86097;I679;;Sessano del Molise;Sessano del Molise;IS;094049
;I680;31/12/1989;;Sessant;AL;006733
52038;I681;;Sestino;Sestino;AR;051035
86078;I682;;Sesto Campano;Sesto Campano;IS;094050
26028;I683;;Sesto Ed Uniti;Sesto Ed Uniti;CR;019095
50019;I684;;Sesto Fiorentino;Sesto Fiorentino;FI;048043
;I685;31/12/1989;;Sesto Pergola;MI;015884
33079;I686;;Sesto al Reghena;Sesto al Reghena;PN;093043
39030;I687;;Sexten;Sesto;BZ;021092
21018;I688;;Sesto Calende;Sesto Calende;VA;012120
41029;I689;;Sestola;Sestola;MO;036043
20099;I690;;Sesto San Giovanni;Sesto San Giovanni;MI;015209
;I691;31/12/1989;;Sesto Ulteriano;MI;015885
10058;I692;;Sestriere;Sestriere;TO;001263
16039;I693;;Sestri Levante;Sestri Levante;GE;010059
;I694;31/12/1989;;Sestri Ponente;GE;010735
09028;I695;;Sestu;Sestu;CA;092074
20090;I696;;Settala;Settala;MI;015210
03040;I697;;Settefrati;Settefrati;FR;060072
14020;I698;;Settime;Settime;AT;005106
09040;I699;;Settimo San Pietro;Settimo San Pietro;CA;092075
20019;I700;;Settimo Milanese;Settimo Milanese;MI;015211
10010;I701;;Settimo Rottaro;Settimo Rottaro;TO;001264
10010;I702;;Settimo Vittone;Settimo Vittone;TO;001266
10036;I703;;Settimo Torinese;Settimo Torinese;TO;001265
88040;I704;;Settingiano;Settingiano;CZ;079131
;I705;;Setzu;Setzu;SU;111080
;I706;;Seui;Seui;SU;111081
;I707;;Seulo;Seulo;SU;111082
;I708;31/12/1989;;Seuni;CA;092714
20822;I709;;Seveso;Seveso;MB;108040
;I710;31/12/1989;;Sevignano;TN;022849
15079;I711;;Sezzadio;Sezzadio;AL;006161
04018;I712;;Sezze;Sezze;LT;059028
;I713;31/12/1989;;Sforzatica;BG;016774
38010;I714;;Sfruz;Sfruz;TN;022173
34010;I715;;Sgonico;Sgonico;TS;032005
03010;I716;;Sgurgola;Sgurgola;FR;060073
09070;I717;;Siamaggiore;Siamaggiore;OR;095056
09080;I718;;Siamanna;Siamanna;OR;095057
;I719;31/12/1989;;Siamanna Siapiccia;OR;095700
84088;I720;;Siano;Siano;SA;065142
09080;I721;;Siapiccia;Siapiccia;OR;095076
;I722;31/12/1989;;Sicci San Biagio;CA;092715
92010;I723;;Siculiana;Siculiana;AG;084042
;I724;;Siddi;Siddi;SU;111083
89048;I725;;Siderno;Siderno;RC;080088
53100;I726;;Siena;Siena;SI;052032
06028;I727;;Sigillo;Sigillo;PG;054049
50058;I728;;Signa;Signa;FI;048044
39028;I729;;Schlanders;Silandro;BZ;021093
08017;I730;;Silanus;Silanus;NU;091083
;I731;31/12/1989;;Sili;CA;092716
07040;I732;;Siligo;Siligo;SS;090068
;I733;31/12/1989;;Silum Mont'Aquila;PL;702747
;I734;;Siliqua;Siliqua;SU;111084
;I735;;Silius;Silius;SU;111085
28064;I736;;Sillavengo;Sillavengo;NO;003138
55030;I737;31/12/2014;Sillano;Sillano;LU;046029
15060;I738;;Silvano d'Orba;Silvano d'Orba;AL;006162
27050;I739;;Silvano Pietra;Silvano Pietra;PV;018149
;I740;31/12/1989;;Silvella;CR;019814
64028;I741;;Silvi;Silvi;TE;067040
09090;I742;;Simala;Simala;OR;095058
09088;I743;;Simaxis;Simaxis;OR;095059
89822;I744;;Simbario;Simbario;VV;102038
88050;I745;;Simeri Crichi;Simeri Crichi;CZ;079133
;I746;31/12/1989;;Sinadole;TS;032733
98069;I747;;Sinagra;Sinagra;ME;083095
08018;I748;;Sindia;Sindia;NU;091084
09090;I749;;Sini;Sini;OR;095060
12050;I750;;Sinio;Sinio;CN;004220
08029;I751;;Siniscola;Siniscola;NU;091085
09048;I752;;Sinnai;Sinnai;CA;092080
89020;I753;;Sinopoli;Sinopoli;RC;080089
96100;I754;;Siracusa;Siracusa;SR;089017
;I755;31/12/1989;;Sirico;NA;063711
83020;I756;;Sirignano;Sirignano;AV;064100
09090;I757;;Siris;Siris;OR;095061
60020;I758;;Sirolo;Sirolo;AN;042048
23844;I759;;Sirone;Sirone;LC;097075
38054;I760;31/12/2015;Siror;Siror;TN;022174
23896;I761;;Sirtori;Sirtori;LC;097076
;I762;31/12/1989;;Sisini;CA;092717
43018;I763;30/06/2014;Sissa;Sissa;PR;034034
;I764;31/12/1989;;Siurgus;CA;092718
;I765;;Siurgus Donigala;Siurgus Donigala;SU;111086
;I766;31/12/1989;;Siviano;BS;017795
28070;I767;;Sizzano;Sizzano;NO;003139
;I768;31/12/1989;;Slappe-Zorzi;GO;031801
;I769;31/12/1989;Schlinig;Slingia;BZ;021789
;I770;31/12/1989;;Slivia;TS;032734
39020;I771;;Schluderns;Sluderno;BZ;021094
38010;I772;31/12/2014;Smarano;Smarano;TN;022175
;I773;31/12/1989;;Smeria;FU;701723
63856;I774;;Smerillo;Smerillo;FM;109039
37038;I775;;Soave;Soave;VR;023081
;I776;31/12/1989;;Soccavo;NA;063712
33020;I777;;Socchieve;Socchieve;UD;030110
09080;I778;;Sodd�;Sodd�;OR;095078
47030;I779;;Sogliano al Rubicone;Sogliano al Rubicone;FC;040046
73010;I780;;Sogliano Cavour;Sogliano Cavour;LE;075075
14020;I781;;Soglio;Soglio;AT;005107
25080;I782;;Soiano del Lago;Soiano del Lago;BS;017180
36020;I783;;Solagna;Solagna;VI;024101
;I784;31/12/1989;;Solanas;CA;092719
96010;I785;;Solarino;Solarino;SR;089018
20020;I786;;Solaro;Solaro;MI;015213
48027;I787;;Solarolo;Solarolo;RA;039018
;I788;31/12/1989;;Solarolo del Persico;CR;019815
;I789;31/12/1989;;Solarolo Monasterolo;CR;019816
26030;I790;;Solarolo Rainerio;Solarolo Rainerio;CR;019096
09077;I791;;Solarussa;Solarussa;OR;095062
22070;I792;31/12/2018;Solbiate;Solbiate;CO;013215
21048;I793;;Solbiate Arno;Solbiate Arno;VA;012121
21058;I794;;Solbiate Olona;Solbiate Olona;VA;012122
;I795;31/12/1989;;Solbrito;AL;006734
18036;I796;;Soldano;Soldano;IM;008058
;I797;;Soleminis;Soleminis;SU;111087
15029;I798;;Solero;Solero;AL;006163
35047;I799;;Solesino;Solesino;PD;028087
73010;I800;;Soleto;Soleto;LE;075076
46040;I801;;Solferino;Solferino;MN;020063
41019;I802;;Soliera;Soliera;MO;036044
43040;I803;;Solignano;Solignano;PR;034035
67039;I804;;Sulmona;Sulmona;AQ;066098
83029;I805;;Solofra;Solofra;AV;064101
;I806;31/12/1989;;Sologno;NO;003793
;I807;31/12/1989;;Solomiac;TO;001754
15020;I808;;Solonghello;Solonghello;AL;006164
82036;I809;;Solopaca;Solopaca;BN;062073
;I810;31/12/1989;;Soltarico;MI;015886
;I811;31/12/1989;;Solto;BG;016775
24060;I812;;Solto Collina;Solto Collina;BG;016200
24030;I813;;Solza;Solza;BG;016251
;I814;31/12/1989;;Solzago;CO;013842
26867;I815;;Somaglia;Somaglia;LO;098054
;I816;31/12/1989;;Somana;CO;013843
12060;I817;;Somano;Somano;CN;004221
;I818;31/12/1989;;Somendenna;BG;016777
21019;I819;;Somma Lombardo;Somma Lombardo;VA;012123
80049;I820;;Somma Vesuviana;Somma Vesuviana;NA;063079
37066;I821;;Sommacampagna;Sommacampagna;VR;023082
12048;I822;;Sommariva del Bosco;Sommariva del Bosco;CN;004222
12040;I823;;Sommariva Perno;Sommariva Perno;CN;004223
93019;I824;;Sommatino;Sommatino;CL;085019
27048;I825;;Sommo;Sommo;PV;018151
37060;I826;;Sona;Sona;VR;023083
26029;I827;;Soncino;Soncino;CR;019097
23035;I828;;Sondalo;Sondalo;SO;014060
23100;I829;;Sondrio;Sondrio;SO;014061
24020;I830;;Songavazzo;Songavazzo;BG;016201
25048;I831;;Sonico;Sonico;BS;017181
04010;I832;;Sonnino;Sonnino;LT;059029
;I833;31/12/1989;;Sonzia;GO;031734
;I834;31/12/1989;;Sopramonte;TN;022850
13834;I835;31/12/2018;Soprana;Soprana;BI;096062
;I836;31/12/1989;;Sopraponte;BS;017796
;I837;31/12/1989;;Soprazocco;BS;017797
03039;I838;;Sora;Sora;FR;060074
38030;I839;;Soraga di Fassa;Soraga di Fassa;TN;022176
43019;I840;;Soragna;Soragna;PR;034036
58010;I841;;Sorano;Sorano;GR;053026
;I842;31/12/1989;;Sorbano;FC;040703
83050;I843;;Sorbo Serpico;Sorbo Serpico;AV;064102
88050;I844;;Sorbo San Basile;Sorbo San Basile;CZ;079134
43058;I845;31/12/2018;Sorbolo;Sorbolo;PR;034037
;I846;31/12/1989;;Sorbolongo;PU;041722
13817;I847;;Sordevolo;Sordevolo;BI;096063
26858;I848;;Sordio;Sordio;LO;098055
26015;I849;;Soresina;Soresina;CR;019098
37060;I850;;Sorg�;Sorg�;VR;023084
08038;I851;;Sorgono;Sorgono;NU;091086
16031;I852;;Sori;Sori;GE;010060
89831;I853;;Sorianello;Sorianello;VV;102039
89831;I854;;Soriano Calabro;Soriano Calabro;VV;102040
01038;I855;;Soriano Nel Cimino;Soriano Nel Cimino;VT;056048
22010;I856;;Sorico;Sorico;CO;013216
28010;I857;;Soriso;Soriso;NO;003140
24010;I858;;Sorisole;Sorisole;BG;016202
;I859;31/12/1989;;Sorli;AL;006735
22030;I860;;Sormano;Sormano;CO;013217
09080;I861;;Sorradile;Sorradile;OR;095063
80067;I862;;Sorrento;Sorrento;NA;063080
07037;I863;;Sorso;Sorso;SS;090069
96010;I864;;Sortino;Sortino;SR;089019
26048;I865;;Sospiro;Sospiro;CR;019099
32037;I866;;Sospirolo;Sospirolo;BL;025056
36040;I867;;Sossano;Sossano;VI;024102
13868;I868;;Sostegno;Sostegno;BI;096064
24039;I869;;Sotto Il Monte Giovanni Xxiii;Sotto Il Monte Giovanni Xxiii;BG;016203
;I870;31/12/1989;;Sovazza;NO;003794
38048;I871;;Sover;Sover;TN;022177
88068;I872;;Soverato;Soverato;CZ;079137
24060;I873;;Sovere;Sovere;BG;016204
88049;I874;;Soveria Mannelli;Soveria Mannelli;CZ;079138
88050;I875;;Soveria Simeri;Soveria Simeri;CZ;079139
32010;I876;;Soverzene;Soverzene;BL;025057
53018;I877;;Sovicille;Sovicille;SI;052034
20845;I878;;Sovico;Sovico;MB;108041
36050;I879;21/01/2024;Sovizzo;Sovizzo;VI;024103
28060;I880;;Sozzago;Sozzago;NO;003141
98048;I881;;Spadafora;Spadafora;ME;083096
;I882;31/12/1989;;Spadafora San Martino;ME;083708
;I883;31/12/1989;;Spadafora San Pietro;ME;083709
89822;I884;;Spadola;Spadola;VV;102041
81056;I885;;Sparanise;Sparanise;CE;061089
10080;I886;;Sparone;Sparone;TO;001267
73040;I887;;Specchia;Specchia;LE;075077
06038;I888;;Spello;Spello;PG;054050
38059;I889;31/12/2015;Spera;Spera;TN;022178
;I890;31/12/1989;;Spercenigo;TV;026707
94010;I891;;Sperlinga;Sperlinga;EN;086017
04029;I892;;Sperlonga;Sperlonga;LT;059030
83020;I893;;Sperone;Sperone;AV;064103
27010;I894;;Spessa;Spessa;PV;018152
87019;I895;;Spezzano Albanese;Spezzano Albanese;CS;078142
87058;I896;;Spezzano Della Sila;Spezzano Della Sila;CS;078143
;I897;31/12/1989;;Spezzano Grande;CS;078704
87050;I898;05/05/2017;Spezzano Piccolo;Spezzano Piccolo;CS;078144
38088;I899;;Spiazzo;Spiazzo;TN;022179
;I900;31/12/1989;Spinges;Spinga;BZ;021790
15018;I901;;Spigno Monferrato;Spigno Monferrato;AL;006165
04020;I902;;Spigno Saturnia;Spigno Saturnia;LT;059031
41057;I903;;Spilamberto;Spilamberto;MO;036045
33097;I904;;Spilimbergo;Spilimbergo;PN;093044
89864;I905;;Spilinga;Spilinga;VV;102042
26020;I906;;Spinadesco;Spinadesco;CR;019100
76014;I907;;Spinazzola;Spinazzola;BT;110008
30038;I908;;Spinea;Spinea;VE;027038
26030;I909;;Spineda;Spineda;CR;019101
86020;I910;;Spinete;Spinete;CB;070076
15050;I911;;Spineto Scrivia;Spineto Scrivia;AL;006166
63078;I912;;Spinetoli;Spinetoli;AP;044071
;I913;31/12/1989;;Spino al Brembo;BG;016778
26016;I914;;Spino d'Adda;Spino d'Adda;CR;019102
;I915;31/12/1989;;Spinone;BG;016779
24060;I916;;Spinone al Lago;Spinone al Lago;BG;016205
85039;I917;;Spinoso;Spinoso;PZ;076086
;I918;31/12/1989;;Spirago;PV;018767
24050;I919;;Spirano;Spirano;BG;016206
;I920;31/12/1989;;Spoccia;NO;003795
06049;I921;;Spoleto;Spoleto;PG;054051
